id,title,imageUrl,category,datePublication,articleUrl
1860287559,Основы работы с PostgreSQL в Docker,https://habrastorage.org/getpro/habr/upload_files/ac5/f13/db8/ac5f13db8626b271aac38010bf0e1c59.jpeg,Tech,2021-10-05,https://habr.com/ru/post/581548/
761081182,Почему я написал плагин Ataman и как он может изменить вашу работу с IDE от JetBrains,https://habrastorage.org/getpro/habr/upload_files/901/332/e72/901332e72b6b84f190f00906cd844373.png,Tech,2021-10-04,https://habr.com/ru/post/581536/
1542573091,Создание счётчика жестов «дай пять» с помощью глубокого обучения,https://habrastorage.org/getpro/habr/upload_files/cb0/504/7b3/cb05047b313179daccc0d2874033ee75.gif,Tech,2021-10-04,https://habr.com/ru/company/etmc_exponenta/blog/581504/
7439605466,Аудио-графическое шифрование или как звук в картинку спрятать,https://habrastorage.org/getpro/habr/upload_files/b07/553/001/b0755300187484719767a6b8916b7218.jpg,Tech,2021-10-04,https://habr.com/ru/post/581496/
9158267869,Security Week 40: кража денег через Apple Pay,https://habrastorage.org/webt/2u/up/sg/2uupsgpj7zt8wu7oukbaoqam2c0.png,Tech,2021-10-04,https://habr.com/ru/company/kaspersky/blog/581486/
6205028008,Какую СУБД выбрать и почему? (Статья 2),https://habrastorage.org/getpro/habr/upload_files/479/c1c/8b7/479c1c8b77ea321486d32f454aabd63d.jpg,Tech,2021-10-04,https://habr.com/ru/post/581492/
6540436761,Топ 5 самых громких событий инфосека за сентябрь 2021,https://habrastorage.org/getpro/habr/upload_files/98a/4ae/3bc/98a4ae3bc7dd90fc524742070a9578aa.jpg,Tech,2021-10-04,https://habr.com/ru/company/tomhunter/blog/581490/
1652335874,"А вы знаете, где сейчас используется Лисп?",https://habrastorage.org/getpro/habr/upload_files/98a/4ae/3bc/98a4ae3bc7dd90fc524742070a9578aa.jpg,Tech,2021-10-04,https://habr.com/ru/company/typeable/blog/581488/
4879611566,Как сделать 240 килобайт исходников на ПЛК для управления одними рольставнями,https://habrastorage.org/getpro/habr/upload_files/e3b/119/7b7/e3b1197b7772980de62833c2de8fa938.jpg,Tech,2021-10-04,https://habr.com/ru/post/581468/
2140381877,Сравнение лучших сервисов для мониторинга цен конкурентов: преимущества и отличия,https://habrastorage.org/getpro/habr/upload_files/39e/6f9/448/39e6f9448adbf81b0c2c845a06c18396.png,Tech,2021-10-04,https://habr.com/ru/post/581464/
3402353420,"KotlinDL 0.3: поддержка ONNX, Object Detection API, 20+ новых моделей в ModelHub, и много новых слоев",https://habrastorage.org/getpro/habr/upload_files/62f/147/c65/62f147c65ec9803a28b671f6e0255547.png,Tech,2021-10-04,https://habr.com/ru/company/JetBrains/blog/581462/
2339397167,Российские BIM-технологии: проектирование систем электроснабжения в Model Studio CS,https://habrastorage.org/getpro/habr/upload_files/3a5/199/975/3a5199975ff466b1bdb2b3e80793ac73.jpg,Tech,2021-10-04,https://habr.com/ru/company/nanosoft/blog/581434/
9751922891,"Распространённые ошибки при использовании npm, которых лучше не совершать",https://habrastorage.org/getpro/habr/upload_files/3a5/199/975/3a5199975ff466b1bdb2b3e80793ac73.jpg,Tech,2021-10-04,https://habr.com/ru/company/ruvds/blog/580278/
1172219078,Как работает JavaScript [Объясняю визуально],https://habrastorage.org/getpro/habr/upload_files/60d/021/753/60d0217533f733ac5ac7af0ade4b57ee.gif,Tech,2021-10-04,https://habr.com/ru/post/579628/
9826330962,Полезные бесполезные фичи C#,https://mirpozitiva.ru/wp-content/uploads/2019/11/1479734077_kofe10.jpg,Tech,2021-10-04,https://habr.com/ru/post/580586/
2468618129,Перплексия в языковых моделях,https://habrastorage.org/getpro/habr/upload_files/772/d52/997/772d52997c5299568a742965f61de810.png,Tech,2021-10-04,https://habr.com/ru/company/wunderfund/blog/580230/
2302834183,RBK.money —> Osnova,https://habrastorage.org/getpro/habr/upload_files/a3a/531/89b/a3a53189b331afd9b5ed5a053ea3e793.png,Tech,2021-10-04,https://habr.com/ru/company/rbkmoney/blog/581370/
4304012435,Распознаем медицинские тексты,https://habrastorage.org/getpro/habr/upload_files/73f/c25/221/73fc25221cf38750d64dceb346a17dbb.jpg,Tech,2021-10-04,https://habr.com/ru/post/581408/
1198738628,Сравнение эффективности поиска: Elasticsearch и конкуренты,https://habrastorage.org/getpro/habr/upload_files/552/d9d/0dd/552d9d0dd10ee7112fea03e7755bb77b.png,Tech,2021-10-04,https://habr.com/ru/post/581394/
9436421761,Безопасность ПЛК: 3) Вся логика процесса по возможности должна быть в ПЛК,https://habrastorage.org/getpro/habr/upload_files/885/993/134/885993134d24177d46f4946ba9002c06.png,Tech,2021-10-04,https://habr.com/ru/post/580538/
1955747667,Создание счётчика жестов «дай пять» с помощью глубокого обучения,https://habrastorage.org/getpro/habr/upload_files/cb0/504/7b3/cb05047b313179daccc0d2874033ee75.gif,Tech,2021-10-04,https://habr.com/ru/company/etmc_exponenta/blog/581504/
1936829462,Сравнение лучших сервисов для мониторинга цен конкурентов: преимущества и отличия,https://habrastorage.org/getpro/habr/upload_files/39e/6f9/448/39e6f9448adbf81b0c2c845a06c18396.png,Tech,2021-10-04,https://habr.com/ru/post/581464/
8903836598,Мониторинг сервера Zimbra OSE с помощью Nagios,https://habrastorage.org/getpro/habr/upload_files/dd1/095/557/dd109555723f34da5d2154123dfc377e.png,Tech,2021-10-04,https://habr.com/ru/company/zimbra/blog/581402/
3717735828,Разрыв между производством и потреблением данных,https://habrastorage.org/getpro/habr/upload_files/ba3/689/965/ba36899652efff1752e0e74aa16f4c49.png,Tech,2021-10-04,https://habr.com/ru/post/581430/
3675793749,Распознаем медицинские тексты,https://habrastorage.org/getpro/habr/upload_files/73f/c25/221/73fc25221cf38750d64dceb346a17dbb.jpg,Tech,2021-10-04,https://habr.com/ru/post/581408/
6476248378,Переход с iptables на nftables. Краткий справочник,https://habrastorage.org/getpro/habr/upload_files/73f/c25/221/73fc25221cf38750d64dceb346a17dbb.jpg,Tech,2021-10-04,https://habr.com/ru/company/ruvds/blog/580648/
1915402955,Продленная гарантия на ИБП и дополнительное оборудование,https://habrastorage.org/getpro/habr/upload_files/1f6/db0/5d1/1f6db05d1e5f6844af96cb59dc067c42.png,Tech,2021-10-04,https://habr.com/ru/company/eaton/blog/581346/
52519880,Rule-based оптимизация SQL-запросов,https://habrastorage.org/getpro/habr/upload_files/b5e/fc2/127/b5efc2127d844fb7e42db5b6d4077c96.jpg,Tech,2021-10-04,https://habr.com/ru/company/querifylabs/blog/578842/
6052692428,Автоматизация проверки срока истечения регистрации доменов в kubernetes с использованием prometheus-stack,https://mirpozitiva.ru/wp-content/uploads/2019/11/1479734077_kofe10.jpg,Tech,2021-10-03,https://habr.com/ru/post/581292/
8761310108,Влияние загрязнения воздуха на тяжесть течения Covid- 19,https://habrastorage.org/getpro/habr/upload_files/d41/0fc/e32/d410fce328bb75155111648c79c0a142.jpg,Tech,2021-10-03,https://habr.com/ru/post/581266/
9550135314,"Посмотрите, как Google отслеживает ваше местоположение. С Python, Jupyter, Pandas, Geopandas и Matplotlib",https://habrastorage.org/getpro/habr/upload_files/d74/264/666/d74264666d855d73652bfc12308145f1.png,Tech,2021-10-03,https://habr.com/ru/post/581062/
1037768116,Cамодельный электрический багги с мощным мотором багги. Ч4. Первые испытания в сравнении с BRP Maverick X3 Turbo 160 лс,https://habrastorage.org/getpro/habr/upload_files/5ed/029/68f/5ed02968f62fd34aedea554ed8771031.jpg,Tech,2021-10-02,https://habr.com/ru/post/581220/
999050950,Заметки по выбору шифров для TLS 1.3,https://mirpozitiva.ru/wp-content/uploads/2019/11/1479734077_kofe10.jpg,Tech,2021-10-02,https://habr.com/ru/post/554070/
3594649438,Маленькие «малинки» в крупном дата-центре,https://habrastorage.org/webt/nt/u3/wg/ntu3wgajcxljw-qnzaqttcuiszo.png,Tech,2021-10-02,https://habr.com/ru/company/selectel/blog/580398/
5198123339,"Как работает Lynk, оператор связи, связавший мобильные устройства напрямую со спутниками",https://habrastorage.org/webt/4i/mq/6i/4imq6ir81gtif0b3dd9cyhuwahc.jpeg,Tech,2021-10-02,https://habr.com/ru/company/selectel/blog/581156/
6345993501,Обновление SSL сертификата Let's Encrypt в Zimbra 8,https://habrastorage.org/getpro/habr/upload_files/389/c23/137/389c2313794116e2ca38d9e338c36dcb.png,Tech,2021-10-01,https://habr.com/ru/post/581180/
3751681563,FOSS News №91 — дайджест материалов о свободном и открытом ПО за 27 сентября — 3 октября 2021 года,https://habrastorage.org/getpro/habr/upload_files/389/c23/137/389c2313794116e2ca38d9e338c36dcb.png,Tech,2021-10-01,https://habr.com/ru/post/581176/
3077750164,iOS 15 позволяет находить даже выключенный iPhone: как это сделано и есть ли опасность,https://habrastorage.org/getpro/habr/post_images/b48/b9e/d44/b48b9ed447173b842a06c682c1363ff6.png,Tech,2021-10-01,https://habr.com/ru/post/581046/
1723675766,Создание Live USB-дисков в Linux с помощью команды dd,https://habrastorage.org/getpro/habr/post_images/b48/b9e/d44/b48b9ed447173b842a06c682c1363ff6.png,Tech,2021-10-01,https://habr.com/ru/company/ruvds/blog/578294/
8983213150,Lightbend Cloudflow. Разработка конвейеров потоковой обработки данных,https://habrastorage.org/getpro/habr/upload_files/6d3/317/8b6/6d33178b6af2aed7953b0129cb7b22b2.png,Tech,2021-10-01,https://habr.com/ru/company/neoflex/blog/580076/
5740981184,Квадратный колобок: еще раз про UX в ритейле,https://habrastorage.org/getpro/habr/upload_files/15e/1a8/c17/15e1a8c17e116ed058e23cab7d77d286.jpg,Tech,2021-10-04,https://habr.com/ru/company/mvideo/blog/581470/
9069314289,Первый спутник. 4 октября 1957 года. 1957-001B,https://habrastorage.org/getpro/habr/upload_files/9da/146/09d/9da14609da24eefa996d9bc0e23cbee4.jpg,Tech,2021-10-04,https://habr.com/ru/post/581326/
4855703181,Наступает эра Phygital и метавселенной. Будущее уже близко,https://habrastorage.org/getpro/habr/upload_files/a7c/17a/6d0/a7c17a6d03654efb9ee21c1bbe4f87d3.png,Tech,2021-10-03,https://habr.com/ru/post/581302/
2657255227,Дублирование кода и неконсистентность дизайна: ищем решение,https://habrastorage.org/getpro/habr/upload_files/dbf/c5e/886/dbfc5e8862f6c1e4ccab92828b404b5a.png,Tech,2021-10-03,https://habr.com/ru/company/superjob/blog/581098/
5362120021,Подготовка 2д арта для игр,https://habrastorage.org/getpro/habr/upload_files/fbd/185/dfc/fbd185dfcde619c7b0bd3bf44c611e55.png,Tech,2021-10-03,https://habr.com/ru/post/581244/
4220064616,Создание компонента Toggle,https://habrastorage.org/getpro/habr/upload_files/781/7bd/e1d/7817bde1d91dbc2d46d6917bdf8d867c.jpg,Tech,2021-10-02,https://habr.com/ru/post/578764/
8724825131,Иммерсивный дизайн,https://habrastorage.org/getpro/habr/upload_files/781/7bd/e1d/7817bde1d91dbc2d46d6917bdf8d867c.jpg,Tech,2021-10-01,https://habr.com/ru/post/581126/
7137373328,"Как нужно обрабатывать изображения, чтобы не расстраивать математику?",https://habrastorage.org/getpro/habr/upload_files/37f/beb/49f/37fbeb49f1f13f0cfaa1c7fb043d952d.png,Tech,2021-10-01,https://habr.com/ru/company/twin3d/blog/581082/
9902109270,Лекция 1. Flappy Bird. — CS50`s Introduction to Game Development с русскими субтитрами,https://habrastorage.org/getpro/habr/upload_files/f6b/7f2/3f1/f6b7f23f14d81a014c535c9bb2fc0639.jpg,Tech,2021-09-30,https://habr.com/ru/post/580920/
5696433535,Простой шутер от третьего лица на Unreal Engine. Часть 1,https://habrastorage.org/getpro/habr/upload_files/817/49a/dc5/81749adc5d195b6debda07bf59291b38.png,Tech,2021-09-30,https://habr.com/ru/company/otus/blog/580890/
1399065538,Приемы оптимизации веб-графики в 2021 году,https://mirpozitiva.ru/wp-content/uploads/2019/11/1479734077_kofe10.jpg,Tech,2021-09-30,https://habr.com/ru/company/domclick/blog/580850/
9122097694,Туман в Lost in Random,https://habrastorage.org/getpro/habr/post_images/c4a/d70/05c/c4ad7005c00b6fa93d7cb1a2ff7deae8.jpg,Tech,2021-09-29,https://habr.com/ru/post/580440/
4238361721,Как устроена разработка обучающих игр,https://habrastorage.org/getpro/habr/upload_files/c3a/080/de8/c3a080de860fa8189ef68841dabaa6e1.jpeg,Tech,2021-09-28,https://habr.com/ru/post/580568/
84718039,World of Tanks Blitz — как мы сделали для танков динамическую подвеску,https://habrastorage.org/getpro/habr/upload_files/3a7/9aa/c59/3a79aac597c683f1a440fae3061a2296.jpg,Tech,2021-09-28,https://habr.com/ru/company/wargaming/blog/579814/
7965025075,Как ИИ уже сейчас меняет нашу одежду,https://habrastorage.org/getpro/habr/upload_files/3a7/9aa/c59/3a79aac597c683f1a440fae3061a2296.jpg,Tech,2021-09-28,https://habr.com/ru/company/itsoft/blog/580346/
5743315706,Как мы сделали доступными все технологии Сбера на единой платформе: итоги первого года работы SmartMarket,https://habrastorage.org/getpro/habr/upload_files/7a9/e9a/2d2/7a9e9a2d208c38047a0ff9ba09cbeedb.png,Tech,2021-09-27,https://habr.com/ru/company/sberbank/blog/580260/
1262134264,Jetpack Compose — как легко построить UI на Android,https://habrastorage.org/getpro/habr/upload_files/5da/63d/3cb/5da63d3cbeb8e38de3dde2792d851722.jpg,Tech,2021-09-26,https://habr.com/ru/company/funcorp/blog/579542/
7671969893,"Вектор? Растр? А может — и то, и другое?",https://habrastorage.org/webt/ge/kf/1n/gekf1nauxn50imhrqyil4rlzj5m.jpeg,Tech,2021-09-26,https://habr.com/ru/company/ruvds/blog/578296/
9786811704,"Адаптивный layout — как переверстать весь проект, не перевёрстывая его",https://habrastorage.org/webt/ge/kf/1n/gekf1nauxn50imhrqyil4rlzj5m.jpeg,Tech,2021-09-24,https://habr.com/ru/company/mailru/blog/579798/
5882679056,"Как сделать пейволл, который пройдёт модерацию Apple",https://habrastorage.org/getpro/habr/upload_files/17e/118/cbf/17e118cbf9268f28db4d40c4162c4c56.png,Tech,2021-09-24,https://habr.com/ru/company/adapty/blog/579616/
6667303578,Имена медведя и пелевинская мистификация,https://mirpozitiva.ru/wp-content/uploads/2019/11/1479734077_kofe10.jpg,Tech,2021-10-04,https://habr.com/ru/company/timeweb/blog/575628/
7116960076,Переделегирование: вынужденные меры или слабость руководителя?,https://habrastorage.org/getpro/habr/upload_files/b94/58c/59a/b9458c59a24d2b9fa850645c51bda7ef.jpg,Tech,2021-10-04,https://habr.com/ru/post/581438/
7915713996,Как работает JavaScript [Объясняю визуально],https://habrastorage.org/getpro/habr/upload_files/60d/021/753/60d0217533f733ac5ac7af0ade4b57ee.gif,Tech,2021-10-04,https://habr.com/ru/post/579628/
4146351612,Как быстро усвоить материал? Практические советы для разработчиков и не только,https://habrastorage.org/getpro/habr/upload_files/190/c5d/36d/190c5d36dbc98727f75dff87ac605a4a.jpg,Tech,2021-10-04,https://habr.com/ru/company/ncloudtech/blog/579170/
4426020632,"Мнение экспертов: зарплаты программистов растут, но могут упасть…",https://habrastorage.org/getpro/habr/post_images/0f1/83b/d13/0f183bd1320e9de3eb0c9e525886a1ee.jpg,Tech,2021-10-04,https://habr.com/ru/company/instinctools/blog/580974/
2598363250,"Дюна, Дюночка, Дюна́…",https://habrastorage.org/getpro/habr/upload_files/abe/7f1/a64/abe7f1a64ed7379e2e46aa547b05b203.jpg,Tech,2021-10-04,https://habr.com/ru/post/581390/
1933085551,Зал славы великих анатомов — становление анатомии и физиологии,https://habrastorage.org/getpro/habr/upload_files/fc2/f69/134/fc2f6913425d768a5267ca526cf9c752.jpg,Tech,2021-10-04,https://habr.com/ru/post/581332/
4716780218,"Как сделать цифровой бизнес в ИЖС, повысив качество загородной застройки",https://mirpozitiva.ru/wp-content/uploads/2019/11/1479734077_kofe10.jpg,Tech,2021-10-04,https://habr.com/ru/post/581296/
4912097222,Как сделать из линейного сотрудника начальника и потом с этим жить,https://habrastorage.org/getpro/habr/upload_files/749/ba0/dde/749ba0ddeb2ca034afa56e2559212547.jpeg,Tech,2021-10-04,https://habr.com/ru/post/581312/
8534818567,Банки не хотят внедрять многофакторную авторизацию и покончить с мошенничеством,https://habrastorage.org/getpro/habr/upload_files/e4c/27d/d4b/e4c27dd4b71a9780a919cd5aa2f0a447.png,Tech,2021-10-04,https://habr.com/ru/company/itsoft/blog/581154/
1947315040,"Очевидное, невероятное, корпоративное. Эпизод 1. Проблема воина в команде",https://habrastorage.org/getpro/habr/upload_files/589/937/a1a/589937a1aa09aea93989e87a70b66754.jpg,Tech,2021-10-03,https://habr.com/ru/post/578700/
2920256889,Тайные знания: библиотеки для С++,https://mirpozitiva.ru/wp-content/uploads/2019/11/1479734077_kofe10.jpg,Tech,2021-10-03,https://habr.com/ru/post/581228/
9575070290,История «Data Science». Или как это только не называли,https://habrastorage.org/getpro/habr/upload_files/f6e/adc/40a/f6eadc40abc6c8c42d79194d1e888626.jpg,Tech,2021-10-02,https://habr.com/ru/company/skillfactory/blog/581010/
6116249391,"Никита Колмогоров, создатель бота Shieldy: «Главный совет: не пилить продукт годами»",https://habrastorage.org/getpro/habr/upload_files/ed2/99d/537/ed299d537dcc7c7ec32572aa7b1215d2.jpg,Tech,2021-10-02,https://habr.com/ru/post/581212/
4130743638,С какими челленджами сталкиваются Eco Tech стартапы в России?,https://habrastorage.org/getpro/habr/upload_files/a8e/9ea/940/a8e9ea940aece69e08440a41d626924d.jpg,Tech,2021-10-02,https://habr.com/ru/post/581210/
4651308040,Ядерные чемоданчики: можно ли начать апокалипсис нажатием кнопки?,https://habrastorage.org/webt/7x/tz/k6/7xtzk6-kcpovkuz-wt-aa9fomus.jpeg,Tech,2021-10-02,https://habr.com/ru/company/ruvds/blog/581140/
5406059703,Новый B2B-подкаст: как работает аутсорсинг бухгалтерии,https://habrastorage.org/getpro/habr/upload_files/d99/3ca/0dc/d993ca0dca673b3ddbe5aba81b92166c.png,Tech,2021-10-01,https://habr.com/ru/post/581138/
6409404179,"Кент Бек: отец экстремального программирования, паттернов проектирования, JUnit и TDD",https://habrastorage.org/getpro/habr/upload_files/ed0/007/086/ed000708647d44b9bb96555a28ea3000.png,Tech,2021-10-01,https://habr.com/ru/company/jugru/blog/580976/
1167909627,Займёт ли ИИ вашу работу? Исследование Казимира Райнеровича,https://habrastorage.org/getpro/habr/upload_files/c6b/39c/c6d/c6b39cc6d86ba7810ea4c315d5b02a41.jpg,Tech,2021-10-01,https://habr.com/ru/post/580876/
2241823365,В чем измерять удаленных разработчиков?,https://habrastorage.org/getpro/habr/upload_files/b99/37c/24f/b9937c24ff672cb35134fa84c74a739f.png,Tech,2021-10-01,https://habr.com/ru/company/maxilect/blog/581106/
4269257759,Сравнение лучших сервисов для мониторинга цен конкурентов: преимущества и отличия,https://habrastorage.org/getpro/habr/upload_files/39e/6f9/448/39e6f9448adbf81b0c2c845a06c18396.png,Tech,2021-10-04,https://habr.com/ru/post/581464/
3740943333,Dhaf — сделать свой веб-сервис отказоустойчивым доступно для каждого,https://habrastorage.org/getpro/habr/upload_files/ac6/021/d56/ac6021d5672bb2dd4961386cca74cb42.png,Tech,2021-10-04,https://habr.com/ru/post/580784/
6956070904,"Дюна, Дюночка, Дюна́…",https://habrastorage.org/getpro/habr/upload_files/abe/7f1/a64/abe7f1a64ed7379e2e46aa547b05b203.jpg,Tech,2021-10-04,https://habr.com/ru/post/581390/
9170540568,Digital-мероприятия в Москве c 4 по 10 октября,https://habrastorage.org/getpro/habr/upload_files/abe/7f1/a64/abe7f1a64ed7379e2e46aa547b05b203.jpg,Tech,2021-10-04,https://habr.com/ru/post/581328/
9281326936,"Как сделать цифровой бизнес в ИЖС, повысив качество загородной застройки",https://mirpozitiva.ru/wp-content/uploads/2019/11/1479734077_kofe10.jpg,Tech,2021-10-04,https://habr.com/ru/post/581296/
6732738405,Осенний Java-хардкор на Joker 2021,https://habrastorage.org/getpro/habr/upload_files/b39/28c/4bb/b3928c4bbed26dade15c5a6b853fe5b3.png,Tech,2021-10-01,https://habr.com/ru/company/jugru/blog/580848/
4628321721,Обзор конференции Samsung Open Source Conference Russia 2021: такой разный российский Open Source,https://habrastorage.org/getpro/habr/upload_files/1d8/ed3/6cd/1d8ed36cd9dd244648803e258e5ebe45.png,Tech,2021-10-01,https://habr.com/ru/company/samsung/blog/581102/
7133434936,Всё включено и ничего не выключено. Мой опыт проектно-ориентированной стажировки в Европе,https://habrastorage.org/getpro/habr/upload_files/1d8/ed3/6cd/1d8ed36cd9dd244648803e258e5ebe45.png,Tech,2021-10-01,https://habr.com/ru/post/581076/
4680019854,Трансформация онлайн-прессы и профильных IT-медиа: что стоит знать технологическим компаниям и стартапам,https://habrastorage.org/getpro/habr/upload_files/44f/658/076/44f658076ae8d931391bf6c8b16b89e8.jpeg,Tech,2021-09-30,https://habr.com/ru/company/spbifmo/blog/580458/
5374341636,О чём .NET-разработчикам расскажут на DotNext 2021 Moscow,https://habrastorage.org/getpro/habr/upload_files/aee/58c/604/aee58c604114791cf6e493e61c72f433.png,Tech,2021-09-28,https://habr.com/ru/company/jugru/blog/580296/
9343208207,"Quick win, приведший к epic fail, или Как в гонке за ИТ-продажами не потерять всё",https://habrastorage.org/getpro/habr/upload_files/f7f/a91/02a/f7fa9102a61048d14d41eafcffb11ba5.jpg,Tech,2021-09-28,https://habr.com/ru/company/icl_services/blog/580470/
2478922597,"Записи воркшопов для Java-разработчиков по ActiveMQ, RabbitMQ, Apache Kafka",https://mirpozitiva.ru/wp-content/uploads/2019/11/1479734077_kofe10.jpg,Tech,2021-09-28,https://habr.com/ru/company/epam_systems/blog/580454/
4103430289,Делаем базу знаний для .NET разработчиков,https://habrastorage.org/getpro/habr/upload_files/5dd/71e/cc9/5dd71ecc908ff997a1f46f440a9daaad.jpg,Tech,2021-09-28,https://habr.com/ru/company/skbkontur/blog/580374/
8727923653,Чат-бот радар или как разбудить чат-бот в точке продаж,https://habrastorage.org/getpro/habr/upload_files/5dd/71e/cc9/5dd71ecc908ff997a1f46f440a9daaad.jpg,Tech,2021-09-28,https://habr.com/ru/company/beacon-connect/blog/578470/
6432306131,Добро пожаловать на хабрадегустацию,https://habrastorage.org/getpro/habr/upload_files/f28/73d/875/f2873d87531005948f40169432f05ebb.png,Tech,2021-09-27,https://habr.com/ru/company/skillfactory/blog/579984/
2849121875,Топ-5 когнитивных искажений при планировании в IT,https://habrastorage.org/getpro/habr/upload_files/b78/76f/001/b7876f0010e85c328462a735df0b76e8.jpg,Tech,2021-09-27,https://habr.com/ru/company/oleg-bunin/blog/580150/
637233612,9 лет в поисках идеального материала: как мы ведём корпоративный блог на Хабре,https://habrastorage.org/getpro/habr/upload_files/371/139/40b/37113940bf48049c75e527b7a5326e5f.png,Tech,2021-09-27,https://habr.com/ru/company/alconost/blog/579886/
3651023214,Digital-мероприятия в Москве c 27 сентября по 3 октября,https://habrastorage.org/getpro/habr/upload_files/371/139/40b/37113940bf48049c75e527b7a5326e5f.png,Tech,2021-09-27,https://habr.com/ru/post/580112/
3533343183,Как финансировать стартап на этапе MVP? Краткое руководство по первичному финансированию,https://habrastorage.org/getpro/habr/upload_files/752/169/6af/7521696afc6ba095b06063f89c452ebe.jpeg,Tech,2021-09-26,https://habr.com/ru/post/580070/
5349944964,"29 сентября — Hello, conference! mode: on",https://habrastorage.org/getpro/habr/upload_files/9f2/a49/6d6/9f2a496d68eb49d65373bdd4ff72ccfb.png,Tech,2021-09-25,https://habr.com/ru/company/ru_mts/blog/579958/
9880813871,Создание счётчика жестов «дай пять» с помощью глубокого обучения,https://habrastorage.org/getpro/habr/upload_files/cb0/504/7b3/cb05047b313179daccc0d2874033ee75.gif,Tech,2021-10-04,https://habr.com/ru/company/etmc_exponenta/blog/581504/
6967286556,Аудио-графическое шифрование или как звук в картинку спрятать,https://habrastorage.org/getpro/habr/upload_files/b07/553/001/b0755300187484719767a6b8916b7218.jpg,Tech,2021-10-04,https://habr.com/ru/post/581496/
5347851757,Имена медведя и пелевинская мистификация,https://mirpozitiva.ru/wp-content/uploads/2019/11/1479734077_kofe10.jpg,Tech,2021-10-04,https://habr.com/ru/company/timeweb/blog/575628/
5080598017,Как сделать 240 килобайт исходников на ПЛК для управления одними рольставнями,https://habrastorage.org/getpro/habr/upload_files/e3b/119/7b7/e3b1197b7772980de62833c2de8fa938.jpg,Tech,2021-10-04,https://habr.com/ru/post/581468/
9027577797,Российские BIM-технологии: проектирование систем электроснабжения в Model Studio CS,https://habrastorage.org/getpro/habr/upload_files/3a5/199/975/3a5199975ff466b1bdb2b3e80793ac73.jpg,Tech,2021-10-04,https://habr.com/ru/company/nanosoft/blog/581434/
9819370312,Как быстро усвоить материал? Практические советы для разработчиков и не только,https://habrastorage.org/getpro/habr/upload_files/190/c5d/36d/190c5d36dbc98727f75dff87ac605a4a.jpg,Tech,2021-10-04,https://habr.com/ru/company/ncloudtech/blog/579170/
6361290489,"Начало 2.0. Буду рассказывать об испытаниях микросхем, бизнесе, технологиях и бережливом производстве",https://habrastorage.org/getpro/habr/upload_files/74f/fe8/06b/74ffe806bfd92facac5e7062612c9fa3.jpg,Tech,2021-10-04,https://habr.com/ru/post/581436/
3161508887,"Дюна, Дюночка, Дюна́…",https://habrastorage.org/getpro/habr/upload_files/abe/7f1/a64/abe7f1a64ed7379e2e46aa547b05b203.jpg,Tech,2021-10-04,https://habr.com/ru/post/581390/
6307535841,Всё это ради коров. Почему Швеция строит крупнейшую в мире фабрику для выращивания водорослей,https://habrastorage.org/getpro/habr/upload_files/abe/7f1/a64/abe7f1a64ed7379e2e46aa547b05b203.jpg,Tech,2021-10-04,https://habr.com/ru/company/itsoft/blog/581366/
